cc,effective_year,region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
TUV,2022,East Asia & Pacific,EAP,Tuvalu,TUV,2019,national,,,,consumption,,,2.208,0.0014,2e-04,0,2e-04,12.1256,9.0826,,,,,,,,,,,,,,,1.251,10956,4197.2392,,TRUE,micro,extrapolation
TZA,2022,Sub-Saharan Africa,SSA,Tanzania,TZA,2019,national,,,,consumption,,,2.172,0.4368,0.1307,0.0533,0.1722,3.3884,2.397,,,,,,,,,,,,,,,754.6215,59872579,1038.7363,601.2591,TRUE,micro,extrapolation
UGA,2022,Sub-Saharan Africa,SSA,Uganda,UGA,2019,national,,,,consumption,,,2.097,0.4031,0.1271,0.0559,0.1738,3.556,2.487,,,,,,,,,,,,,,,1221.0876,42949080,920.0716,679.3153,TRUE,micro,interpolation
UKR,2022,Europe & Central Asia,ECA,Ukraine,UKR,2019,national,,,,consumption,,,2.257,0,0,0,0,14.9213,13.1278,,,,,,,,,,,,,,,7.0057,44386203,2425.635,1997.7584,FALSE,micro,survey
URY,2022,Latin America & Caribbean,LAC,Uruguay,URY,2019,national,,,,income,,,2.104,0.001,4e-04,3e-04,4e-04,28.7793,21.998,,,,,,,,,,,,,,,24.8543,3428409,17563.2082,,FALSE,micro,survey
USA,2022,Other High Income Countries,OHI,United States,USA,2019,national,,,,income,,,2.04,0.01,0.0077,0.0069,0.0249,85.8747,64.7308,,,,,,,,,,,,,,,1,328329953,60698.0113,41117.6343,FALSE,micro,survey
UZB,2022,Europe & Central Asia,ECA,Uzbekistan,UZB,2019,national,,,,consumption,,,1.834,0.1906,0.0516,0.0211,0.0682,3.6721,2.8908,,,,,,,,,,,,,,,1521.4752,33580350,3185.3346,2128.7367,TRUE,micro,extrapolation
VCT,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VGB,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIR,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,2022,East Asia & Pacific,EAP,Vietnam,VNM,2019,national,,,,consumption,,,2.016,0.0059,0.0011,3e-04,0.0013,14.7025,11.7817,,,,,,,,,,,,,,,7807.6123,95776716,3288.3531,1935.0125,TRUE,micro,interpolation
VUT,2022,East Asia & Pacific,EAP,Vanuatu,VUT,2019,national,,,,consumption,,,2.401,0.1349,0.032,0.0117,0.0407,5.5141,4.735,,,,,,,,,,,,,,,117.3665,304404,2838.9883,1820.4999,TRUE,micro,interpolation
WSM,2022,East Asia & Pacific,EAP,Samoa,WSM,2019,national,,,,consumption,,,2.054,0.0056,7e-04,2e-04,8e-04,11.1628,8.2884,,,,,,,,,,,,,,,1.8513,211905,4322.4413,2968.6638,TRUE,micro,extrapolation
YEM,2022,Middle East & North Africa,MNA,"Yemen, Rep.",YEM,2019,national,,,,consumption,,,2.45,0.6623,0.2557,0.126,0.3653,2.499,1.9128,,,,,,,,,,,,,,,255.6836,31546691,1182.5071,,TRUE,micro,extrapolation
ZAF,2022,Sub-Saharan Africa,SSA,South Africa,ZAF,2019,national,,,,consumption,,,2.173,0.2093,0.0707,0.0336,0.1002,11.8975,4.7353,,,,,,,,,,,,,,,6.5494,58087055,6189.2892,4046.2205,TRUE,micro,extrapolation
ZMB,2022,Sub-Saharan Africa,SSA,Zambia,ZMB,2019,national,,,,consumption,,,2.192,0.6147,0.3239,0.2078,0.5628,2.9806,1.6115,,,,,,,,,,,,,,,4.2238,18380477,1310.6222,,TRUE,micro,extrapolation
ZWE,2022,Sub-Saharan Africa,SSA,Zimbabwe,ZWE,2019,national,,,,consumption,,,2.123,0.3917,0.1317,0.0591,0.1801,4.5002,2.6533,,,,,,,,,,,,,,,0.485,15354608,1342.9896,990.4512,FALSE,imputed,survey
ABW,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO,2023,Sub-Saharan Africa,SSA,Angola,AGO,2019,national,,,,consumption,,,2.211,0.3319,0.1315,0.0699,0.2006,5.2981,3.3057,,,,,,,,,,,,,,,107.27,32353588,2569.7017,1404.1077,TRUE,micro,extrapolation
ALB,2023,Europe & Central Asia,ECA,Albania,ALB,2019,national,,,,consumption,,,1.94,0,0,0,0,13.7498,11.6073,,,,,,,,,,,,,,,50.3574,2854191,4543.3877,3591.2926,FALSE,micro,survey
AND,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,2023,Other High Income Countries,OHI,United Arab Emirates,ARE,2019,national,,,,income,,,2.329,0,0,0,0,85.9466,78.6864,,,,,,,,,,,,,,,2.8348,9211657,43785.4173,17854.9971,TRUE,group,extrapolation
ARG,2023,Latin America & Caribbean,LAC,Argentina,ARG,2019,urban,,,,income,,,2.196,0.0088,0.0033,0.0022,0.003,26.0959,19.4754,,,,,,,,,,,,,,,10.8079,41339571,12716.2242,8271.9248,FALSE,micro,survey
ARM,2023,Europe & Central Asia,ECA,Armenia,ARM,2019,national,,,,consumption,,,2.074,0.007,0.001,2e-04,0.0011,7.9063,6.714,,,,,,,,,,,,,,,167.3122,2820602,4561.9678,3804.3075,FALSE,micro,survey
ASM,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2023,Other High Income Countries,OHI,Australia,AUS,2019,national,,,,income,,,2.155,0.005,0.0041,0.0035,0.0144,63.2951,51.7803,,,,,,,,,,,,,,,1.5293,25340217,58492.2057,32073.968,TRUE,micro,extrapolation
AUT,2023,Other High Income Countries,OHI,Austria,AUT,2019,national,,,,income,,,2.215,0.0064,0.0047,0.0041,0.0139,66.1682,57.6429,,,,,,,,,,,,,,,0.8309,8879920,46647.081,23852.0657,FALSE,micro,survey
AZE,2023,Europe & Central Asia,ECA,Azerbaijan,AZE,2019,national,,,,consumption,,,2.054,0,0,0,0,19.7505,16.3746,,,,,,,,,,,,,,,0.487,10024283,5348.4541,,TRUE,micro,extrapolation
BDI,2023,Sub-Saharan Africa,SSA,Burundi,BDI,2019,national,,,,consumption,,,2.198,0.7312,0.3133,0.1668,0.4669,2.0184,1.4988,,,,,,,,,,,,,,,654.4216,11874838,270.1373,207.1296,TRUE,micro,extrapolation
BEL,2023,Other High Income Countries,OHI,Belgium,BEL,2019,national,,,,income,,,2.162,8e-04,6e-04,6e-04,3e-04,58.9865,52.6285,,,,,,,,,,,,,,,0.8453,11488980,43107.2148,22164.8884,FALSE,micro,survey
BEN,2023,Sub-Saharan Africa,SSA,Benin,BEN,2019,national,,,,consumption,,,2.012,0.1619,0.0362,0.0123,0.0451,4.7459,3.5472,,,,,,,,,,,,,,,219.4763,12290444,1153.7262,787.1982,TRUE,micro,extrapolation
BFA,2023,Sub-Saharan Africa,SSA,Burkina Faso,BFA,2019,national,,,,consumption,,,2.09,0.2897,0.0747,0.0277,0.0953,4.345,2.9247,,,,,,,,,,,,,,,199.7414,20951639,716.0122,459.4514,TRUE,micro,extrapolation
BGD,2023,South Asia,SAS,Bangladesh,BGD,2019,national,,,,consumption,,,1.783,0.0501,0.0079,0.0021,0.0093,4.702,3.8028,,,,,,,,,,,,,,,29.5141,165516222,1575.6559,1081.9091,TRUE,micro,interpolation
BGR,2023,Europe & Central Asia,ECA,Bulgaria,BGR,2019,national,,,,income,,,1.724,0.0068,0.0024,0.0011,0.0033,27.4294,20.8615,,,,,,,,,,,,,,,0.7354,6975761,8242.314,5205.7981,FALSE,micro,survey
BHR,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIH,2023,Europe & Central Asia,ECA,Bosnia and Herzegovina,BIH,2019,national,,,,consumption,,,1.969,6e-04,1e-04,0,1e-04,26.3434,21.8874,,,,,,,,,,,,,,,0.7819,3360711,5558.0826,4194.3972,TRUE,micro,extrapolation
BLR,2023,Europe & Central Asia,ECA,Belarus,BLR,2019,national,,,,consumption,,,2.008,0,0,0,0,19.1325,17.1343,,,,,,,,,,,,,,,6165.2094,9419758,6267.7658,3425.8628,FALSE,micro,survey
BLZ,2023,Latin America & Caribbean,LAC,Belize,BLZ,2019,national,,,,income,,,2.175,0.1842,0.0815,0.0502,0.1285,8.0582,4.7844,,,,,,,,,,,,,,,1.309,389095,5907.3489,3519.5142,TRUE,micro,extrapolation
BMU,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,2023,Latin America & Caribbean,LAC,Bolivia,BOL,2019,national,,,,income,,,2.224,0.02,0.0065,0.003,0.0085,19.6077,14.6929,,,,,,,,,,,,,,,2.6119,11777315,3242.9488,2244.932,FALSE,micro,survey
BRA,2023,Latin America & Caribbean,LAC,Brazil,BRA,2019,national,,,,income,,,2.084,0.0517,0.0201,0.0111,0.0259,21.1151,12.8877,,,,,,,,,,,,,,,2.3274,211782878,8592.2102,5605.5095,FALSE,micro,survey
BRB,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRN,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTN,2023,South Asia,SAS,Bhutan,BTN,2019,national,,,,consumption,,,2.08,0.0036,5e-04,2e-04,7e-04,13.5325,11.1228,,,,,,,,,,,,,,,20.4738,767459,3219.6414,1829.0473,TRUE,micro,interpolation
BWA,2023,Sub-Saharan Africa,SSA,Botswana,BWA,2019,national,,,,consumption,,,2.026,0.1147,0.0298,0.0115,0.0388,9.3453,5.1275,,,,,,,,,,,,,,,5.0087,2499702,6485.4604,2815.3277,TRUE,micro,extrapolation
CAF,2023,Sub-Saharan Africa,SSA,Central African Republic,CAF,2019,national,,,,consumption,,,2.305,0.6797,0.3228,0.1889,0.5178,2.3371,1.5808,,,,,,,,,,,,,,,306.8083,5209324,381.414,466.0255,TRUE,micro,interpolation
CAN,2023,Other High Income Countries,OHI,Canada,CAN,2019,national,,,,income,,,2.176,0.0025,7e-04,2e-04,8e-04,65.7328,56.113,,,,,,,,,,,,,,,1.2867,37601230,45113.0663,26398.3959,FALSE,micro,survey
CHE,2023,Other High Income Countries,OHI,Switzerland,CHE,2019,national,,,,income,,,2.167,3e-04,2e-04,1e-04,4e-04,77.4839,64.6636,,,,,,,,,,,,,,,1.3586,8575280,87123.6604,44823.3901,TRUE,micro,extrapolation
CHI,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2023,Latin America & Caribbean,LAC,Chile,CHL,2019,national,,,,income,,,1.944,0.0053,0.0032,0.0025,0.0026,27.0133,18.1061,,,,,,,,,,,,,,,478.9957,19039485,13761.3745,8799.0632,TRUE,micro,interpolation
CHN-R,2023,East Asia & Pacific,EAP,China,CHN,2019,rural,,,,consumption,,,1.847,0.0013,3e-04,1e-04,3e-04,9.9159,8.0993,,,,,,,,,,,,,,,3.495,558762145,10155.5114,4083.1129,FALSE,aggregate,survey
CHN-U,2023,East Asia & Pacific,EAP,China,CHN,2019,urban,,,,consumption,,,1.847,3e-04,1e-04,0,1e-04,16.9772,13.3395,,,,,,,,,,,,,,,4.3185,848982855,10155.5114,4083.1129,FALSE,aggregate,survey
CIV,2023,Sub-Saharan Africa,SSA,Cote d'Ivoire,CIV,2019,national,,,,consumption,,,2.029,0.0899,0.0179,0.0057,0.022,5.7669,4.4315,,,,,,,,,,,,,,,247.1344,26147551,2252.5433,1428.7855,TRUE,micro,extrapolation
CMR,2023,Sub-Saharan Africa,SSA,Cameroon,CMR,2019,national,,,,consumption,,,2.132,0.2279,0.0715,0.0315,0.0975,6.1216,4.1384,,,,,,,,,,,,,,,236.9115,25782341,1454.5641,1070.3983,TRUE,micro,extrapolation
COD,2023,Sub-Saharan Africa,SSA,"Congo, Dem. Rep.",COD,2019,national,,,,consumption,,,2.143,0.6271,0.2735,0.1516,0.4222,2.3365,1.6835,,,,,,,,,,,,,,,630.6055,89906890,494.8192,362.7961,TRUE,micro,extrapolation
COG,2023,Sub-Saharan Africa,SSA,"Congo, Rep.",COG,2019,national,,,,consumption,,,2.111,0.4898,0.2144,0.1212,0.3348,3.2916,2.1366,,,,,,,,,,,,,,,285.9693,5570733,1731.7999,758.3223,TRUE,micro,extrapolation
COL,2023,Latin America & Caribbean,LAC,Colombia,COL,2019,national,,,,income,,,1.857,0.041,0.0163,0.0101,0.02,15.5424,9.6152,,,,,,,,,,,,,,,1419.3743,50187406,6404.1088,4460.1382,FALSE,micro,survey
COM,2023,Sub-Saharan Africa,SSA,Comoros,COM,2019,national,,,,consumption,,,2.177,0.1811,0.0641,0.0305,0.091,6.6409,4.5375,,,,,,,,,,,,,,,213.5182,790986,1381.6222,1302.6061,TRUE,micro,extrapolation
CPV,2023,Sub-Saharan Africa,SSA,Cabo Verde,CPV,2019,national,,,,consumption,,,2.034,0.0213,0.0044,0.0014,0.0053,11.0674,7.8351,,,,,,,,,,,,,,,47.6121,577030,3690.6565,2430.3797,TRUE,micro,extrapolation
CRI,2023,Latin America & Caribbean,LAC,Costa Rica,CRI,2019,national,,,,income,,,2.069,0.0101,0.004,0.0024,0.0044,25.5309,16.2318,,,,,,,,,,,,,,,372.6693,5084532,12662.4229,8185.9077,FALSE,micro,survey
CUB,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUW,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYM,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,2023,Other High Income Countries,OHI,Cyprus,CYP,2019,national,,,,income,,,2.104,0.0015,0.0015,0.0015,0,51.5746,43.1973,,,,,,,,,,,,,,,0.6682,1228836,28360.0312,18283.6816,FALSE,micro,survey
CZE,2023,Europe & Central Asia,ECA,Czech Republic,CZE,2019,national,,,,income,,,2.242,0,0,0,0,39.3665,34.5639,,,,,,,,,,,,,,,13.6514,10671870,20206.4256,9536.6521,FALSE,micro,survey
DEU,2023,Other High Income Countries,OHI,Germany,DEU,2019,national,,,,income,,,2.213,0,0,0,0,65.8802,55.5203,,,,,,,,,,,,,,,0.7872,83092962,43284.6025,22938.5767,FALSE,micro,survey
DJI,2023,Middle East & North Africa,MNA,Djibouti,DJI,2019,national,,,,consumption,,,1.842,0.1361,0.043,0.0206,0.0624,5.6307,4.2254,,,,,,,,,,,,,,,104.7365,1073994,2820.0629,1827.1634,TRUE,micro,extrapolation
DMA,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNK,2023,Other High Income Countries,OHI,Denmark,DNK,2019,national,,,,income,,,2.149,0.0025,0.0021,0.0019,0.0041,62.7364,54.0781,,,,,,,,,,,,,,,7.891,5814422,57203.0278,27010.256,FALSE,micro,survey
DOM,2023,Latin America & Caribbean,LAC,Dominican Republic,DOM,2019,national,,,,income,,,2.005,0.007,0.0019,0.0011,0.0016,16.4693,11.8024,,,,,,,,,,,,,,,24.3906,10881882,8205.1426,5673.9275,FALSE,micro,survey
DZA,2023,Middle East & North Africa,MNA,Algeria,DZA,2019,national,,,,consumption,,,2.134,0.0031,0.0012,0.001,9e-04,10.3991,9.0641,,,,,,,,,,,,,,,38.2097,42705368,4153.0034,1764.5954,TRUE,group,extrapolation
ECU,2023,Latin America & Caribbean,LAC,Ecuador,ECU,2019,national,,,,income,,,2.109,0.0341,0.0105,0.0047,0.014,15.3802,10.6785,,,,,,,,,,,,,,,0.5745,17343740,5863.9106,3644.6061,FALSE,micro,survey
EGY,2023,Middle East & North Africa,MNA,"Egypt, Arab Rep.",EGY,2019,national,,,,consumption,,,1.893,0.0101,0.0016,5e-04,0.0021,6.5445,5.2538,,,,,,,,,,,,,,,4.8435,105618671,3802.41,2958.1693,TRUE,micro,interpolation
ERI,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,2023,Other High Income Countries,OHI,Spain,ESP,2019,national,,,,income,,,2.198,0.0079,0.0057,0.0047,0.0082,46.8662,40.2915,,,,,,,,,,,,,,,0.7029,47134837,28087.8979,16133.6231,FALSE,micro,survey
EST,2023,Europe & Central Asia,ECA,Estonia,EST,2019,national,,,,income,,,2.064,0.0048,0.0032,0.0028,0.0076,41.0067,34.645,,,,,,,,,,,,,,,0.5964,1326898,20269.5751,10398.8172,FALSE,micro,survey
ETH,2023,Sub-Saharan Africa,SSA,Ethiopia,ETH,2019,national,,,,consumption,,,1.789,0.12,0.029,0.0101,0.0364,4.4437,3.6389,,,,,,,,,,,,,,,8.4964,114120594,797.8853,544.9121,TRUE,micro,extrapolation
FIN,2023,Other High Income Countries,OHI,Finland,FIN,2019,national,,,,income,,,2.149,4e-04,4e-04,4e-04,1.0295e-06,58.8479,51.2622,,,,,,,,,,,,,,,0.9333,5521606,46135.8814,24465.0783,FALSE,micro,survey
FJI,2023,East Asia & Pacific,EAP,Fiji,FJI,2019,national,,,,consumption,,,2.149,0.0106,0.0015,4e-04,0.0017,8.2387,6.8939,,,,,,,,,,,,,,,0.9859,918465,5678.9699,,TRUE,micro,interpolation
FRA,2023,Other High Income Countries,OHI,France,FRA,2019,national,,,,income,,,2.133,5e-04,2e-04,1e-04,3e-04,56.189,48.5685,,,,,,,,,,,,,,,0.8354,67388001,38832.0242,20764.6107,FALSE,micro,survey
FRO,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,2023,East Asia & Pacific,EAP,"Micronesia, Fed. Sts.",FSM,2019,national,,,,consumption,,,2.221,0.1603,0.0577,0.0308,0.0903,5.8221,4.428,,,,,,,,,,,,,,,0.9772,111379,2967.0022,,TRUE,micro,extrapolation
GAB,2023,Sub-Saharan Africa,SSA,Gabon,GAB,2019,national,,,,consumption,,,2.347,0.0316,0.0077,0.003,0.0103,12.3368,9.6731,,,,,,,,,,,,,,,319.1603,2242785,6893.3231,2506.3412,TRUE,micro,extrapolation
GBR,2023,Other High Income Countries,OHI,United Kingdom,GBR,2019,national,,,,income,,,2.212,0.005,0.0026,0.0023,0.0084,55.1567,47.0616,,,,,,,,,,,,,,,0.7797,66836327,47491.5946,30920.5374,FALSE,micro,survey
GEO,2023,Europe & Central Asia,ECA,Georgia,GEO,2019,national,,,,consumption,,,1.662,0.0218,0.0046,0.0016,0.0058,7.9745,6.4294,,,,,,,,,,,,,,,0.9247,3720161,4773.3357,3532.3452,FALSE,micro,survey
GHA,2023,Sub-Saharan Africa,SSA,Ghana,GHA,2019,national,,,,consumption,,,2.244,0.2337,0.0854,0.0444,0.1301,5.595,4.1094,,,,,,,,,,,,,,,1.751,31522290,1981.6139,1383.7097,TRUE,micro,extrapolation
GIB,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIN,2023,Sub-Saharan Africa,SSA,Guinea,GIN,2019,national,,,,consumption,,,1.965,0.102,0.0211,0.0068,0.0261,4.4625,3.8585,,,,,,,,,,,,,,,3446.9322,12877539,937.7031,718.613,TRUE,micro,extrapolation
GMB,2023,Sub-Saharan Africa,SSA,"Gambia, The",GMB,2019,national,,,,consumption,,,2.144,0.1489,0.0379,0.0145,0.049,5.2721,3.99,,,,,,,,,,,,,,,15.1142,2508883,668.6351,563.8173,TRUE,micro,interpolation
GNB,2023,Sub-Saharan Africa,SSA,Guinea-Bissau,GNB,2019,national,,,,consumption,,,2.13,0.2049,0.0436,0.0139,0.0532,4.2559,3.3527,,,,,,,,,,,,,,,232.1995,1970457,633.7257,516.7659,TRUE,micro,extrapolation
GNQ,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,2023,Other High Income Countries,OHI,Greece,GRC,2019,national,,,,income,,,1.972,0.0068,0.004,0.0033,0.0044,28.48,24.6129,,,,,,,,,,,,,,,0.6463,10721582,19018.9021,13165.8536,FALSE,micro,survey
GRD,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRL,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,2023,Latin America & Caribbean,LAC,Guatemala,GTM,2019,national,,,,income,,,1.996,0.0572,0.0168,0.0076,0.023,10.6186,6.9692,,,,,,,,,,,,,,,4.4033,16604026,4263.7084,3680.3284,TRUE,micro,extrapolation
GUM,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,2023,Latin America & Caribbean,LAC,Guyana,GUY,2019,national,,,,income,,,0.653,0.0297,0.0216,0.0176,0.0492,14.1933,10.2422,,,,,,,,,,,,,,,115.6263,798753,6348.6981,,TRUE,micro,extrapolation
HKG,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HND,2023,Latin America & Caribbean,LAC,Honduras,HND,2019,national,,,,income,,,1.969,0.104,0.0364,0.0182,0.0503,10.1239,6.9277,,,,,,,,,,,,,,,10.8388,9958829,2446.1081,1973.4915,FALSE,micro,survey
HRV,2023,Europe & Central Asia,ECA,Croatia,HRV,2019,national,,,,income,,,1.812,0.0023,0.0015,0.0012,0.0012,29.0816,26.1209,,,,,,,,,,,,,,,3.8147,4065253,14211.7554,8305.2544,FALSE,micro,survey
HTI,2023,Latin America & Caribbean,LAC,Haiti,HTI,2019,national,,,,consumption,,,2.373,0.2887,0.099,0.0467,0.1403,4.7284,3.5677,,,,,,,,,,,,,,,31.1029,11160438,1371.707,1441.4871,TRUE,micro,extrapolation
HUN,2023,Europe & Central Asia,ECA,Hungary,HUN,2019,national,,,,income,,,1.94,0.0027,0.0011,6e-04,0.0016,28.2687,24.7641,,,,,,,,,,,,,,,147.3767,9771141,15083.5992,7623.8063,FALSE,micro,survey
IDN-R,2023,East Asia & Pacific,EAP,Indonesia,IDN,2019,rural,,,,consumption,,,2.038,0.0441,0.0056,0.0012,0.0063,5.824,4.8255,,,,,,,,,,,,,,,4746.8516,118656904,3892.4217,2236.778,FALSE,micro,survey
IDN-U,2023,East Asia & Pacific,EAP,Indonesia,IDN,2019,urban,,,,consumption,,,2.038,0.0234,0.0027,5e-04,0.003,8.5269,6.3138,,,,,,,,,,,,,,,5098.1961,150925974,3892.4217,2236.778,FALSE,micro,survey
IMN,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND-R,2023,South Asia,SAS,India,IND,2019,rural,,,,consumption,,,1.894,0.0757,0.0127,0.0034,0.015,4.5196,3.6505,,,,,,,,,,,,,,,17.092,906325664,1931.0207,1149.6868,TRUE,imputed,interpolation
IND-U,2023,South Asia,SAS,India,IND,2019,urban,,,,consumption,,,1.894,0.0656,0.0131,0.0041,0.016,6.0371,4.6556,,,,,,,,,,,,,,,20.7873,476786386,1931.0207,1149.6868,TRUE,imputed,interpolation
IRL,2023,Other High Income Countries,OHI,Ireland,IRL,2019,national,,,,income,,,2.247,6e-04,3e-04,2e-04,5e-04,55.8337,46.4123,,,,,,,,,,,,,,,0.9707,4934340,75239.3029,22186.4542,FALSE,micro,survey
IRN,2023,Middle East & North Africa,MNA,"Iran, Islamic Rep.",IRN,2019,national,,,,consumption,,,1.997,0.0067,0.0014,5e-04,0.0019,14.5719,10.5939,,,,,,,,,,,,,,,13944.9043,86564202,5059.8794,2530.2857,TRUE,micro,interpolation
IRQ,2023,Middle East & North Africa,MNA,Iraq,IRQ,2019,national,,,,consumption,,,2.112,2e-04,0,7.9926e-06,0,12.5802,10.7027,,,,,,,,,,,,,,,586.4968,41563520,4854.3865,,TRUE,micro,extrapolation
ISL,2023,Other High Income Countries,OHI,Iceland,ISL,2019,national,,,,income,,,2.021,0,0,0,0,63.9718,57.4161,,,,,,,,,,,,,,,155.6479,360563,57461.802,29667.6889,TRUE,micro,extrapolation
ISR,2023,Other High Income Countries,OHI,Israel,ISR,2019,national,,,,income,,,2.029,0.0024,0.0015,0.001,0.0024,41.8123,34.2144,,,,,,,,,,,,,,,4.2066,9054000,39591.3688,21076.2633,TRUE,micro,extrapolation
ITA,2023,Other High Income Countries,OHI,Italy,ITA,2019,national,,,,income,,,2.14,0.0099,0.0083,0.0076,0.0082,49.8979,42.6229,,,,,,,,,,,,,,,0.7672,59729081,32114.2999,19429.6139,FALSE,micro,survey
JAM,2023,Latin America & Caribbean,LAC,Jamaica,JAM,2019,national,,,,consumption,,,2.286,0.0143,0.003,0.001,0.0037,15.4071,10.0807,,,,,,,,,,,,,,,70.3916,2813773,5307.511,4214.8787,TRUE,micro,extrapolation
JOR,2023,Middle East & North Africa,MNA,Jordan,JOR,2019,national,,,,consumption,,,2.084,0.001,2e-04,1e-04,2e-04,13.5932,10.7561,,,,,,,,,,,,,,,0.3292,10698683,3909.25,,TRUE,micro,extrapolation
JPN,2023,Other High Income Countries,OHI,Japan,JPN,2019,national,,,,income,,,2.159,0.0073,0.002,8e-04,0.0026,49.628,41.1911,,,,,,,,,,,,,,,113.0232,126633000,36043.7844,19619.9766,TRUE,micro,extrapolation
KAZ,2023,Europe & Central Asia,ECA,Kazakhstan,KAZ,2019,national,,,,consumption,,,2.083,1e-04,0,1.7372e-06,0,13.0132,10.9095,,,,,,,,,,,,,,,125.2634,18513673,11402.7584,6188.6384,TRUE,micro,extrapolation
KEN,2023,Sub-Saharan Africa,SSA,Kenya,KEN,2019,national,,,,consumption,,,2.058,0.2867,0.0769,0.03,0.1003,3.8274,2.8933,,,,,,,,,,,,,,,41.6348,50951450,1653.829,1252.9846,TRUE,micro,interpolation
KGZ,2023,Europe & Central Asia,ECA,Kyrgyz Republic,KGZ,2019,national,,,,consumption,,,1.918,0.0039,0.0012,7e-04,0.0022,7.0922,5.8372,,,,,,,,,,,,,,,19.3727,6456200,1226.8243,1046.9191,FALSE,micro,survey
KHM,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIR,2023,East Asia & Pacific,EAP,Kiribati,KIR,2019,national,,,,consumption,,,2.051,0.0148,0.0025,7e-04,0.003,6.2648,5.3335,,,,,,,,,,,,,,,0.981,124241,1405.4692,1327.3395,TRUE,micro,interpolation
KNA,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,2023,Other High Income Countries,OHI,"Korea, Rep.",KOR,2019,national,,,,income,,,2.054,0.0023,5e-04,1e-04,5e-04,46.2939,40.2473,,,,,,,,,,,,,,,974.2056,51764822,31640.2146,15269.1918,TRUE,micro,extrapolation
KSV,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWT,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,2023,East Asia & Pacific,EAP,Lao PDR,LAO,2019,national,,,,consumption,,,2.1,0.0582,0.0094,0.0025,0.0111,6.6662,4.8631,,,,,,,,,,,,,,,3133.8118,7212053,2564.0197,,TRUE,micro,extrapolation
LBN,2023,Middle East & North Africa,MNA,Lebanon,LBN,2019,national,,,,consumption,,,2.342,0,0,0,0,29.6548,25.157,,,,,,,,,,,,,,,761.8333,5781907,8081.7433,7478.5607,TRUE,micro,extrapolation
